batch,kernel_time,flops,utils,kernel_name
6580,4869.0,158.71,0.95608,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6584,4874.2,158.64,0.95566,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6588,4894.4,158.08,0.95229,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6592,4810.0,160.95,0.96958,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6596,4828.2,160.44,0.96651,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6600,4836.0,160.28,0.96554,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6604,4790.2,161.91,0.97536,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6608,4796.6,161.79,0.97464,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6612,4834.2,160.63,0.96765,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6616,4896.2,158.69,0.95596,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6620,4899.8,158.67,0.95584,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6624,4876.8,159.52,0.96096,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6628,4794.0,162.37,0.97813,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6632,4810.6,161.91,0.97536,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6636,4820.0,161.69,0.97404,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6640,5061.4,154.07,0.92813,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6644,4796.6,162.67,0.97994,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6648,4785.6,163.14,0.98277,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6652,4805.8,162.56,0.97928,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6656,4808.2,162.57,0.97934,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6660,4947.2,158.1,0.95241,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6664,4961.2,157.75,0.9503,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6668,4954.2,158.07,0.95223,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6672,4900.8,159.88,0.96313,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6676,4925.0,159.19,0.95898,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6680,4934.8,158.97,0.95765,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6684,4959.4,158.28,0.95349,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6688,4955.2,158.51,0.95488,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6692,4951.8,158.71,0.95608,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6696,4933.6,159.39,0.96018,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6700,4924.4,159.79,0.96259,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6704,4943.4,159.27,0.95946,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6708,4993.8,157.75,0.9503,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6712,4991.2,157.93,0.95139,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6716,4932.2,159.91,0.96331,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6720,4921.2,160.37,0.96608,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6724,4980.2,158.56,0.95518,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6728,4949.4,159.64,0.96169,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6732,4957.4,159.48,0.96072,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6736,4959.6,159.5,0.96084,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6740,4934.0,160.43,0.96645,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6744,4931.8,160.59,0.96741,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6748,4965.0,159.62,0.96157,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6752,4957.2,159.96,0.96361,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6756,4957.6,160.04,0.9641,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6760,4985.0,159.26,0.9594,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6764,4880.2,162.77,0.98054,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6768,4932.8,161.13,0.97066,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6772,4908.8,162.02,0.97602,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6776,4904.8,162.24,0.97735,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6780,4931.6,161.46,0.97265,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6784,4913.8,162.14,0.97675,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6788,5036.2,158.29,0.95355,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6792,5055.8,157.77,0.95042,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6796,5053.0,157.95,0.95151,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6800,5043.2,158.35,0.95392,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6804,5068.0,157.67,0.94982,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6808,5092.4,157.01,0.94584,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6812,5051.2,158.38,0.9541,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6816,5058.2,158.25,0.95331,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6820,5064.2,158.16,0.95277,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6824,5030.0,159.33,0.95982,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6828,5020.0,159.74,0.96229,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6832,5028.0,159.58,0.96133,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6836,5047.2,159.06,0.95819,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6840,5059.4,158.77,0.95645,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6844,5066.0,158.66,0.95578,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6848,5057.2,159.03,0.95801,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6852,5057.8,159.1,0.95843,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6856,5031.8,160.02,0.96398,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6860,4998.8,161.17,0.9709,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6864,5027.4,160.34,0.9659,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6868,5043.6,159.92,0.96337,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6872,5017.6,160.84,0.96892,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6876,5010.2,161.18,0.97096,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6880,5001.6,161.55,0.97319,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6884,5014.2,161.23,0.97127,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6888,5007.4,161.55,0.97319,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6892,5014.6,161.41,0.97235,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6896,5022.0,161.26,0.97145,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6900,5041.6,160.73,0.96825,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6904,5039.8,160.88,0.96916,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6908,5048.8,160.69,0.96801,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6912,5040.8,161.04,0.97012,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6916,5136.6,158.12,0.95253,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6920,5353.8,151.8,0.91446,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6924,5136.0,158.33,0.9538,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6928,5116.4,159.02,0.95795,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6932,5377.0,151.4,0.91205,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6936,5090.2,160.03,0.96404,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6940,5110.0,159.5,0.96084,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6944,5095.2,160.05,0.96416,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6948,5123.8,159.25,0.95934,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6952,5125.6,159.29,0.95958,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6956,5145.4,158.77,0.95645,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6960,5103.8,160.15,0.96476,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6964,5098.6,160.41,0.96633,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6968,5113.4,160.04,0.9641,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6972,5116.2,160.04,0.9641,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6976,5117.4,160.09,0.9644,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6980,5132.8,159.71,0.96211,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6984,5122.2,160.13,0.96464,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6988,5138.2,159.72,0.96217,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6992,5141.2,159.72,0.96217,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
6996,5165.8,159.05,0.95813,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7000,5163.8,159.2,0.95904,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7004,5140.2,160.02,0.96398,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7008,5188.6,158.62,0.95554,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7012,5172.2,159.22,0.95916,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7016,5174.0,159.25,0.95934,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7020,5170.0,159.46,0.9606,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7024,5162.4,159.79,0.96259,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7028,5137.4,160.66,0.96783,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7032,5163.6,159.94,0.96349,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7036,5161.0,160.11,0.96452,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7040,5134.2,161.03,0.97006,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7044,5100.8,162.18,0.97699,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7048,5116.6,161.77,0.97452,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7052,5147.0,160.91,0.96934,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7056,5114.6,162.02,0.97602,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7060,5131.4,161.58,0.97337,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7064,5391.6,153.87,0.92693,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7068,5111.2,162.4,0.97831,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7072,5103.6,162.74,0.98036,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7076,5113.4,162.52,0.97904,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7080,5122.8,162.31,0.97777,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7084,5169.8,160.92,0.9694,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7088,5170.0,161.01,0.96994,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7092,5173.4,160.99,0.96982,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7096,5176.4,160.99,0.96982,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7100,5180.0,160.97,0.9697,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7104,5174.4,161.24,0.97133,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7108,5179.4,161.17,0.9709,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7112,5176.6,161.35,0.97199,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7116,5142.2,162.52,0.97904,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7120,5146.4,162.48,0.9788,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7124,5102.4,163.97,0.98777,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7128,5160.6,162.21,0.97717,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7132,5149.0,162.67,0.97994,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7136,5144.0,162.92,0.98145,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7140,5129.8,163.46,0.9847,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7144,5136.0,163.36,0.9841,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7148,5159.6,162.7,0.98012,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7152,5161.8,162.72,0.98024,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7156,5172.0,162.49,0.97886,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7160,5173.2,162.54,0.97916,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7164,5180.2,162.42,0.97843,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7168,5147.0,163.55,0.98524,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7172,5296.4,159.03,0.95801,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7176,5242.8,160.74,0.96831,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7180,5222.0,161.48,0.97277,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7184,5249.2,160.73,0.96825,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7188,5222.6,161.64,0.97373,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7192,5222.6,161.73,0.97428,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7196,5241.8,161.22,0.9712,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7200,5240.0,161.37,0.97211,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7204,5259.0,160.87,0.9691,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7208,5248.6,161.28,0.97157,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7212,5298.8,159.84,0.96289,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7216,5323.2,159.2,0.95904,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7220,5278.2,160.65,0.96777,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7224,5284.2,160.55,0.96717,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7228,5250.2,161.68,0.97398,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7232,5242.0,162.02,0.97602,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7236,5294.4,160.51,0.96693,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7240,5231.6,162.53,0.9791,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7244,5234.2,162.53,0.9791,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7248,5279.4,161.23,0.97127,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7252,5282.0,161.24,0.97133,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7256,5292.4,161.01,0.96994,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7260,5314.0,160.45,0.96657,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7264,5316.4,160.46,0.96663,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7268,5286.4,161.46,0.97265,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7272,5290.0,161.44,0.97253,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7276,5291.0,161.5,0.97289,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7280,5281.6,161.88,0.97518,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7284,5250.2,162.93,0.98151,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7288,5259.2,162.74,0.98036,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7292,5275.6,162.33,0.97789,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7296,5320.8,161.04,0.97012,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7300,5407.2,158.55,0.95512,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7304,5365.2,159.88,0.96313,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7308,5397.8,159.0,0.95783,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7312,5393.6,159.21,0.9591,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7316,5380.4,159.69,0.96199,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7320,5331.6,161.24,0.97133,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7324,5374.4,160.04,0.9641,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7328,5344.0,161.04,0.97012,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7332,5319.6,161.87,0.97512,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7336,5369.8,160.44,0.96651,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7340,5354.0,161.0,0.96988,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7344,5369.4,160.63,0.96765,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7348,5343.8,161.49,0.97283,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7352,5392.8,160.11,0.96452,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7356,5355.4,161.31,0.97175,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7360,5386.6,160.47,0.96669,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7364,5354.0,161.53,0.97307,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7368,5322.4,162.58,0.9794,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7372,5354.2,161.7,0.9741,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7376,5363.0,161.52,0.97301,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7380,5346.0,162.12,0.97663,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7384,5364.4,161.65,0.9738,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7388,5403.0,160.59,0.96741,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7392,5401.4,160.72,0.96819,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7396,5414.6,160.42,0.96639,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7400,5443.2,159.66,0.96181,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7404,5418.2,160.48,0.96675,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7408,5405.4,160.95,0.96958,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7412,5389.2,161.52,0.97301,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7416,5322.0,163.65,0.98584,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7420,5326.4,163.6,0.98554,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7424,5355.6,162.8,0.98072,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7428,5421.8,160.9,0.96928,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7432,5453.8,160.04,0.9641,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7436,5473.6,159.55,0.96114,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7440,5484.6,159.31,0.9597,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7444,5535.2,157.94,0.95145,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7448,5502.2,158.97,0.95765,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7452,5501.8,159.07,0.95825,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7456,5485.2,159.64,0.96169,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7460,5429.6,161.36,0.97205,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7464,5457.6,160.62,0.96759,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7468,5459.2,160.65,0.96777,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7472,5462.0,160.66,0.96783,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7476,5464.0,160.69,0.96801,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7480,5474.6,160.46,0.96663,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7484,5526.8,159.03,0.95801,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7488,5515.2,159.45,0.96054,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7492,5513.8,159.57,0.96127,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7496,5518.6,159.52,0.96096,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7500,5458.4,161.37,0.97211,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7504,5460.8,161.38,0.97217,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7508,5433.2,162.29,0.97765,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7512,5496.4,160.51,0.96693,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7516,5497.8,160.55,0.96717,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
7520,5442.2,162.28,0.97759,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
