batch,kernel_time,flops,utils,kernel_name
1,23.46,1.43,0.00458,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x5_nn
2,23.05,2.91,0.00933,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_nn
4,23.14,5.8,0.01859,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_nn
6,23.57,8.54,0.02737,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_nn
8,23.72,11.32,0.03628,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_nn
10,23.62,14.21,0.04554,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_nn
12,23.53,17.11,0.05484,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_nn
14,23.72,19.8,0.06346,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_nn
16,24.01,22.36,0.07167,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_nn
20,23.68,28.34,0.09083,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_nn
24,23.66,34.04,0.1091,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_nn
28,23.65,39.73,0.12734,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_nn
32,23.93,44.87,0.14381,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_nn
36,23.77,50.82,0.16288,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_nn
40,24.0,55.92,0.17923,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_nn
44,24.1,61.26,0.19635,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_nn
48,24.12,66.77,0.21401,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_nn
52,24.25,71.95,0.23061,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_nn
56,24.47,76.79,0.24612,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_nn
60,24.47,82.27,0.26369,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_nn
64,24.63,87.19,0.27946,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x6_nn
68,27.55,82.82,0.26545,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
72,27.69,87.25,0.27965,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
76,27.83,91.63,0.29369,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
80,27.94,96.08,0.30795,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
84,28.1,100.31,0.32151,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
88,28.24,104.56,0.33513,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
92,28.42,108.62,0.34814,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
96,28.61,112.59,0.36087,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
100,28.68,117.0,0.375,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
104,28.67,121.72,0.39013,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
108,28.94,125.22,0.40135,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
112,28.95,129.81,0.41606,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
116,29.12,133.66,0.4284,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
120,29.36,137.14,0.43955,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
124,29.41,141.47,0.45343,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
128,29.6,145.1,0.46506,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
132,36.86,120.16,0.38513,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_nn
136,37.21,122.64,0.39308,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_nn
140,37.39,125.64,0.40269,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_nn
144,37.39,129.23,0.4142,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_nn
148,37.64,131.94,0.42288,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_nn
152,37.55,135.83,0.43535,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_nn
156,37.64,139.07,0.44574,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_nn
160,37.48,143.24,0.4591,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_nn
164,37.91,145.16,0.46526,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_nn
168,38.2,147.57,0.47298,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_nn
172,38.4,150.3,0.48173,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_nn
176,38.51,153.35,0.49151,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_nn
180,38.85,155.46,0.49827,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_nn
184,39.23,157.38,0.50442,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_nn
188,39.34,160.35,0.51394,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_nn
192,39.51,163.06,0.52263,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_nn
196,55.38,118.76,0.38064,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
200,55.35,121.24,0.38859,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
204,55.36,123.65,0.39631,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
208,55.32,126.16,0.40436,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
212,55.44,128.31,0.41125,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
216,55.37,130.9,0.41955,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
220,55.37,133.32,0.42731,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
224,55.39,135.7,0.43494,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
228,55.39,138.12,0.44269,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
232,55.4,140.52,0.45038,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
236,55.48,142.73,0.45747,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
240,55.43,145.28,0.46564,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
244,55.54,147.41,0.47247,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
248,55.63,149.59,0.47946,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
252,55.44,152.52,0.48885,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
256,55.44,154.94,0.4966,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
260,55.82,156.29,0.50093,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
264,55.83,158.67,0.50856,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
268,55.78,161.22,0.51673,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
272,55.89,163.3,0.5234,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
276,55.88,165.73,0.53119,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
280,55.85,168.22,0.53917,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
284,55.87,170.56,0.54667,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
288,56.26,171.77,0.55054,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
292,55.99,174.99,0.56087,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
296,56.35,176.26,0.56494,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
300,56.25,178.96,0.57359,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
304,56.37,180.96,0.58,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
308,56.37,183.34,0.58763,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
312,56.46,185.42,0.59429,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
316,56.45,187.83,0.60202,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
320,56.54,189.91,0.60869,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
324,56.53,192.32,0.61641,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
328,56.51,194.76,0.62423,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
332,56.65,196.65,0.63029,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
336,56.76,198.63,0.63663,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
340,56.79,200.89,0.64388,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
344,56.81,203.18,0.65122,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
348,56.83,205.47,0.65856,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
352,56.92,207.5,0.66506,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
356,56.78,210.38,0.67429,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
360,57.19,211.22,0.67699,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
364,57.14,213.75,0.6851,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
368,57.26,215.65,0.69119,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
372,57.36,217.61,0.69747,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
376,57.35,219.99,0.7051,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
380,56.69,224.92,0.7209,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
384,57.6,223.7,0.71699,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_nn
388,87.69,148.47,0.47587,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
392,87.83,149.76,0.48,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
396,87.69,151.53,0.48567,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
400,87.74,152.97,0.49029,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
404,87.67,154.63,0.49561,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
408,87.92,155.71,0.49907,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
412,87.68,157.67,0.50535,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
416,87.57,159.4,0.5109,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
420,87.77,160.57,0.51465,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
424,87.81,162.02,0.51929,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
428,88.01,163.18,0.52301,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
432,87.61,165.46,0.53032,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
436,87.9,166.44,0.53346,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
440,87.67,168.4,0.53974,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
444,87.81,169.66,0.54378,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
448,88.04,170.74,0.54724,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
452,87.83,172.68,0.55346,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
456,87.83,174.21,0.55837,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
460,88.26,174.88,0.56051,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
464,88.17,176.58,0.56596,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
468,88.12,178.21,0.57119,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
472,88.49,178.98,0.57365,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
476,88.27,180.94,0.57994,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
480,88.26,182.49,0.5849,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
484,88.27,183.98,0.58968,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
488,88.51,185.0,0.59295,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
492,88.5,186.54,0.59788,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
496,88.72,187.59,0.60125,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
500,88.29,190.02,0.60904,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
504,88.55,190.98,0.61212,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
508,88.85,191.85,0.6149,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
512,88.5,194.12,0.62218,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
516,103.64,167.06,0.53545,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
520,103.67,168.31,0.53946,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
524,103.74,169.49,0.54324,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
528,103.77,170.73,0.54721,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
532,103.75,172.06,0.55147,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
536,103.76,173.33,0.55554,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
540,103.86,174.46,0.55917,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
544,103.79,175.87,0.56369,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
548,103.8,177.15,0.56779,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
552,103.82,178.41,0.57183,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
556,103.72,179.87,0.57651,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
560,103.88,180.89,0.57978,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
564,103.83,182.27,0.5842,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
568,103.89,183.45,0.58798,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
572,103.93,184.67,0.59189,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
576,103.84,186.13,0.59657,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
580,103.91,187.29,0.60029,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
584,103.97,188.48,0.6041,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
588,103.93,189.84,0.60846,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
592,103.93,191.13,0.6126,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
596,103.98,192.33,0.61644,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
600,103.96,193.66,0.62071,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
604,103.98,194.91,0.62471,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
608,104.11,195.96,0.62808,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
612,104.02,197.42,0.63276,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
616,103.91,198.92,0.63756,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
620,103.86,200.31,0.64202,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
624,104.01,201.31,0.64522,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
628,103.9,202.81,0.65003,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
632,103.92,204.06,0.65404,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
636,103.99,205.22,0.65776,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
640,103.86,206.77,0.66272,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
644,104.94,205.92,0.66,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
648,104.84,207.39,0.66471,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
652,105.01,208.34,0.66776,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
656,104.9,209.84,0.67256,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
660,104.88,211.15,0.67676,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
664,104.97,212.25,0.68029,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
668,105.05,213.37,0.68388,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
672,105.15,214.44,0.68731,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
676,105.13,215.76,0.69154,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
680,105.13,217.04,0.69564,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
684,104.98,218.62,0.70071,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
688,105.09,219.67,0.70407,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
692,105.35,220.41,0.70644,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
696,104.94,222.55,0.7133,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
700,105.24,223.19,0.71535,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
704,105.57,223.76,0.71718,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
708,105.24,225.74,0.72353,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
712,105.19,227.12,0.72795,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
716,105.28,228.2,0.73141,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
720,105.69,228.59,0.73266,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
724,105.4,230.49,0.73875,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
728,105.06,232.51,0.74522,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
732,105.65,232.48,0.74513,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
736,105.6,233.86,0.74955,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
740,105.92,234.42,0.75135,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
744,105.89,235.76,0.75564,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
748,105.33,238.29,0.76375,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
752,105.61,238.93,0.7658,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
756,105.94,239.45,0.76747,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
760,105.63,241.42,0.77378,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
764,106.01,241.82,0.77506,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
768,106.14,242.79,0.77817,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
772,206.98,125.15,0.40112,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
776,207.55,125.46,0.40212,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
780,207.9,125.89,0.40349,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
784,207.67,126.68,0.40603,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
788,207.61,127.36,0.40821,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
792,207.66,127.97,0.41016,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
796,208.09,128.35,0.41138,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
800,207.75,129.21,0.41413,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
804,208.08,129.65,0.41554,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
808,208.08,130.3,0.41763,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
812,207.95,131.02,0.41994,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
816,207.76,131.79,0.4224,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
820,208.45,132.0,0.42308,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
824,208.53,132.59,0.42497,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
828,208.59,133.19,0.42689,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
832,208.58,133.84,0.42897,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
836,208.0,134.86,0.43224,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
840,208.74,135.03,0.43279,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
844,208.45,135.86,0.43545,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
848,208.8,136.27,0.43676,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
852,208.82,136.9,0.43878,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
856,208.93,137.47,0.44061,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
860,208.99,138.08,0.44256,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
864,208.96,138.74,0.44468,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
868,208.95,139.39,0.44676,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
872,209.15,139.9,0.4484,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
876,208.68,140.86,0.45147,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
880,209.06,141.24,0.45269,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
884,209.16,141.82,0.45455,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
888,208.88,142.65,0.45721,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
892,209.55,142.83,0.45779,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
896,209.4,143.58,0.46019,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
900,207.87,145.28,0.46564,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
904,208.59,145.42,0.46609,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
