batch,kernel_time,flops,utils,kernel_name
1832,315.69,194.72,0.6241,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1836,315.67,195.16,0.62551,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1840,316.48,195.08,0.62526,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1844,315.65,196.02,0.62827,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1848,316.78,195.75,0.6274,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1852,315.98,196.67,0.63035,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1856,316.26,196.92,0.63115,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1860,316.24,197.35,0.63253,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1864,316.46,197.64,0.63346,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1868,316.63,197.96,0.63449,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1872,315.73,198.95,0.63766,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1876,316.41,198.94,0.63763,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1880,316.75,199.15,0.6383,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1884,316.91,199.48,0.63936,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1888,316.6,200.1,0.64135,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1892,316.61,200.51,0.64266,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1896,316.7,200.88,0.64385,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1900,317.36,200.89,0.64388,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1904,316.3,201.98,0.64737,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1908,316.22,202.46,0.64891,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1912,316.79,202.52,0.6491,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1916,316.54,203.1,0.65096,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1920,316.51,203.55,0.6524,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1924,313.62,205.85,0.65978,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1928,313.8,206.16,0.66077,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1932,314.24,206.3,0.66122,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1936,314.07,206.84,0.66295,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1940,314.71,206.84,0.66295,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1944,314.27,207.56,0.66526,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1948,314.55,207.8,0.66603,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1952,314.28,208.41,0.66798,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1956,314.72,208.54,0.6684,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1960,313.72,209.63,0.67189,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1964,314.89,209.28,0.67077,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1968,314.51,209.96,0.67295,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1972,314.92,210.11,0.67343,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1976,314.47,210.84,0.67577,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1980,314.74,211.09,0.67657,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1984,314.62,211.59,0.67817,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1988,315.2,211.63,0.6783,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1992,315.06,212.15,0.67997,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
1996,314.75,212.79,0.68202,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
2000,315.34,212.81,0.68208,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
2004,315.16,213.36,0.68385,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
2008,315.42,213.61,0.68465,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
2012,315.04,214.3,0.68686,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
2016,315.35,214.51,0.68753,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
2020,314.91,215.24,0.68987,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
2024,314.75,215.77,0.69157,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
2028,315.34,215.79,0.69163,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
2032,314.77,216.61,0.69426,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
2036,315.2,216.74,0.69468,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
2040,315.68,216.84,0.695,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
2044,315.67,217.27,0.69638,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
2048,315.78,217.62,0.6975,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_64x3_nn
