batch,kernel_time,flops,utils,kernel_name
3216,2617.02,144.32,0.8694,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3220,2587.33,146.16,0.88048,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3224,2445.3,154.84,0.93277,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3228,2556.15,148.31,0.89343,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3232,2561.6,148.18,0.89265,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3236,2646.39,143.61,0.86512,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3240,2638.76,144.2,0.86867,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3244,2649.25,143.81,0.86633,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3248,2651.65,143.85,0.86657,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3252,2592.97,147.29,0.88729,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3256,2556.49,149.57,0.90102,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3260,2629.54,145.6,0.87711,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3264,2535.97,151.16,0.9106,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3268,2453.24,156.44,0.94241,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3272,2615.88,146.9,0.88494,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3276,2649.17,145.23,0.87488,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3280,2708.57,142.22,0.85675,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3284,2720.71,141.76,0.85398,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3288,2722.07,141.86,0.85458,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3292,2561.97,150.91,0.9091,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3296,2448.83,158.07,0.95223,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3300,2572.03,150.68,0.90771,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3304,2553.86,151.94,0.9153,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3308,2655.76,146.28,0.8812,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3312,2657.72,146.35,0.88163,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3316,2665.33,146.11,0.88018,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3320,2616.07,149.04,0.89783,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3324,2614.46,149.31,0.89946,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3328,2733.59,142.98,0.86133,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3332,2836.29,137.97,0.83114,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3336,2772.58,141.31,0.85127,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3340,2775.27,141.34,0.85145,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3344,2669.37,147.12,0.88627,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3348,2629.05,149.56,0.90096,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3352,2687.06,146.5,0.88253,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3356,2626.2,150.08,0.9041,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3360,2591.04,152.29,0.91741,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3364,2610.55,151.34,0.91169,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3368,2654.83,148.99,0.89753,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3372,2688.61,147.29,0.88729,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3376,2691.34,147.32,0.88747,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3380,2789.89,142.28,0.85711,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3384,2593.47,153.24,0.92313,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3388,2597.85,153.16,0.92265,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3392,2612.82,152.46,0.91843,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3396,2523.43,158.05,0.95211,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3400,2534.27,157.56,0.94916,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3404,2536.18,157.63,0.94958,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3408,2735.95,146.29,0.88127,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3412,2645.76,151.45,0.91235,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3416,2635.74,152.21,0.91693,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3420,2680.66,149.83,0.90259,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3424,2547.77,157.83,0.95078,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3428,2603.3,154.64,0.93157,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3432,2636.53,152.87,0.9209,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3436,2690.5,149.98,0.90349,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3440,2714.7,148.82,0.89651,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3444,2714.02,149.03,0.89777,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3448,2654.51,152.55,0.91898,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3452,2689.98,150.71,0.90789,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3456,2536.51,160.01,0.96392,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3460,2795.96,145.33,0.87548,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3464,2880.03,141.25,0.8509,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3468,2823.78,144.23,0.86886,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3472,2778.74,146.74,0.88398,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3476,2895.71,140.98,0.84928,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3480,2677.58,152.64,0.91952,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3484,2756.77,148.42,0.8941,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3488,2753.07,148.79,0.89633,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3492,2811.82,145.85,0.87861,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3496,2770.11,148.22,0.89289,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3500,2764.11,148.71,0.89584,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3504,2739.02,150.24,0.90506,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3508,2676.88,153.9,0.92711,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3512,2732.13,150.96,0.9094,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3516,2769.13,149.12,0.89831,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3520,2773.58,149.05,0.89789,ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f_nn
3524,2730.08,151.59,0.91319,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3528,2729.67,151.79,0.9144,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3532,2671.52,155.27,0.93536,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3536,2679.03,155.01,0.9338,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3540,2726.91,152.46,0.91843,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3544,2712.09,153.46,0.92446,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3548,2724.21,152.95,0.92139,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3552,2729.06,152.85,0.92078,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3556,2691.81,155.14,0.93458,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3560,2703.13,154.67,0.93175,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3564,2709.01,154.51,0.93078,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3568,2671.78,156.83,0.94476,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3572,2667.22,157.28,0.94747,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3576,2708.04,155.08,0.93422,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3580,2737.54,153.58,0.92518,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3584,2787.67,150.99,0.90958,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3588,2692.56,156.5,0.94277,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3592,2846.75,148.19,0.89271,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3596,2686.77,157.18,0.94687,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3600,2666.83,158.53,0.955,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3604,2671.29,158.45,0.95452,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3608,2769.45,153.0,0.92169,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3612,2727.09,155.55,0.93705,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3616,2765.5,153.56,0.92506,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3620,2693.68,157.83,0.95078,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3624,2679.93,158.81,0.95669,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3628,2727.03,156.24,0.9412,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3632,2690.99,158.51,0.95488,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3636,2687.58,158.88,0.95711,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3640,2669.94,160.11,0.96452,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3644,2666.75,160.48,0.96675,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3648,2736.13,156.58,0.94325,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3652,2834.12,151.33,0.91163,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3656,2826.87,151.89,0.915,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3660,2848.06,150.92,0.90916,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3664,2750.11,156.47,0.94259,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3668,2748.17,156.75,0.94428,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3672,2836.49,152.03,0.91584,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3676,2885.71,149.6,0.9012,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3680,2901.93,148.93,0.89717,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3684,2905.49,148.91,0.89705,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3688,2779.0,155.85,0.93886,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3692,2768.8,156.6,0.94337,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3696,2861.33,151.7,0.91386,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3700,2892.59,150.22,0.90494,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3704,2974.3,146.25,0.88102,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3708,2780.42,156.62,0.94349,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3712,2756.85,158.13,0.95259,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3716,3408.92,128.02,0.7712,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
3720,3369.74,129.65,0.78102,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
3724,3360.21,130.16,0.7841,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
3728,3383.18,129.41,0.77958,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
3732,3367.1,130.17,0.78416,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
3736,3364.53,130.41,0.7856,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
3740,3396.3,129.33,0.7791,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
3744,3366.31,130.62,0.78687,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
3748,3360.19,130.99,0.7891,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
3752,3377.56,130.46,0.7859,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
3756,3364.81,131.09,0.7897,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
3760,3363.4,131.29,0.7909,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
3764,3380.46,130.77,0.78777,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
3768,3373.36,131.18,0.79024,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
3772,3363.23,131.71,0.79343,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
3776,3371.4,131.53,0.79235,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
3780,2824.79,157.15,0.94669,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3784,2896.68,153.42,0.92422,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3788,2851.87,155.99,0.9397,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3792,2827.51,157.5,0.9488,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3796,2926.91,152.31,0.91753,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3800,2930.79,152.27,0.91729,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3804,2922.67,152.85,0.92078,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3808,2852.41,156.78,0.94446,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3812,2818.69,158.83,0.95681,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3816,3006.83,149.05,0.89789,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3820,2986.37,150.22,0.90494,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3824,2829.53,158.72,0.95614,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3828,2944.23,152.69,0.91982,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3832,3069.79,146.6,0.88313,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3836,2926.17,153.96,0.92747,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3840,2819.83,159.93,0.96343,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
3844,2878.81,156.82,0.9447,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3848,3004.56,150.41,0.90608,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3852,2995.8,151.01,0.9097,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3856,3020.71,149.92,0.90313,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3860,2918.76,155.31,0.9356,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3864,2878.38,157.65,0.9497,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3868,2985.86,152.14,0.91651,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3872,2938.39,154.75,0.93223,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3876,2957.18,153.93,0.92729,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3880,2898.29,157.22,0.94711,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3884,2868.36,159.02,0.95795,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3888,2916.36,156.57,0.94319,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3892,3007.15,152.0,0.91566,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3896,2906.46,157.42,0.94831,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3900,2895.96,158.16,0.95277,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3904,2873.47,159.56,0.9612,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
3908,3172.35,144.67,0.87151,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3912,3113.03,147.58,0.88904,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3916,3044.16,151.08,0.91012,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3920,3065.77,150.16,0.90458,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3924,2990.43,154.1,0.92831,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3928,3054.13,151.04,0.90988,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3932,3013.14,153.25,0.92319,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3936,3044.38,151.84,0.9147,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3940,3001.01,154.19,0.92886,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3944,3029.16,152.91,0.92114,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3948,3051.37,151.95,0.91536,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3952,3074.28,150.97,0.90946,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3956,3006.19,154.55,0.93102,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3960,3143.57,147.94,0.8912,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3964,2990.81,155.65,0.93765,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3968,3015.28,154.55,0.93102,ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f_nn
3972,3619.31,128.88,0.77639,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
3976,3625.09,128.81,0.77596,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
3980,3621.02,129.08,0.77759,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
3984,3643.82,128.4,0.77349,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
3988,3621.46,129.33,0.7791,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
3992,3619.55,129.53,0.7803,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
3996,3625.7,129.43,0.7797,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
4000,3619.42,129.79,0.78187,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
4004,3643.76,129.05,0.77741,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
4008,3620.84,130.0,0.78313,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
4012,3617.56,130.25,0.78464,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
4016,3625.55,130.09,0.78367,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
4020,3619.44,130.44,0.78578,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
4024,3646.33,129.6,0.78072,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
4028,3620.55,130.66,0.78711,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
4032,3623.31,130.69,0.78729,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_nn
4036,2986.0,158.74,0.95627,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4040,2993.31,158.51,0.95488,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4044,2995.59,158.54,0.95506,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4048,3083.14,154.19,0.92886,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4052,3081.14,154.45,0.93042,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4056,2982.73,159.7,0.96205,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4060,2998.16,159.03,0.95801,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4064,3100.73,153.92,0.92723,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4068,3119.14,153.17,0.92271,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4072,2998.58,159.48,0.96072,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4076,3025.27,158.23,0.95319,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4080,3132.41,152.97,0.92151,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4084,3179.86,150.83,0.90861,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4088,3035.33,158.17,0.95283,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4092,3040.36,158.06,0.95217,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4096,3063.78,157.01,0.94584,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4100,3149.81,152.87,0.9209,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4104,3123.49,154.31,0.92958,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4108,3294.39,146.44,0.88217,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4112,3229.12,149.55,0.9009,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4116,3146.65,153.62,0.92542,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4120,3175.87,152.35,0.91777,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4124,3208.36,150.96,0.9094,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4128,3139.65,154.41,0.93018,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4132,3141.76,154.46,0.93048,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4136,3208.45,151.39,0.91199,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4140,3101.48,156.77,0.9444,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4144,3157.34,154.14,0.92855,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4148,3217.37,151.41,0.91211,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4152,3335.19,146.2,0.88072,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
4156,3123.77,156.25,0.94127,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
4160,3189.05,153.2,0.92289,ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_nn
4164,3114.96,156.99,0.94572,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4168,3138.5,155.96,0.93952,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4172,3184.51,153.86,0.92687,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4176,3221.87,152.22,0.91699,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4180,3110.59,157.82,0.95072,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4184,3316.13,148.18,0.89265,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
4188,3167.95,155.26,0.9353,ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_32x1_nn
