batch,kernel_time,flops,utils
700,964.32,170.5,0.54647
704,978.64,168.97,0.54157
708,1061.73,156.63,0.50202
712,1061.24,157.58,0.50506
716,1062.09,158.34,0.5075
720,1061.26,159.35,0.51074
724,1066.25,159.49,0.51119
728,1065.63,160.46,0.51429
732,1066.2,161.26,0.51686
736,1064.9,162.34,0.52032
740,1073.26,161.95,0.51907
744,1071.76,163.05,0.5226
748,1075.5,163.36,0.52359
752,1074.59,164.37,0.52683
756,1088.37,163.15,0.52292
760,1090.3,163.73,0.52478
764,1089.57,164.7,0.52788
768,1023.31,176.28,0.565
772,1088.54,166.58,0.53391
776,1083.88,168.16,0.53897
780,1063.81,172.22,0.55199
784,1062.68,173.29,0.55542
788,1049.87,176.29,0.56503
792,1049.43,177.26,0.56814
796,1046.41,178.67,0.57266
800,1046.36,179.58,0.57558
804,1049.36,179.96,0.57679
808,1049.84,180.77,0.57939
812,1056.68,180.49,0.57849
816,1057.11,181.31,0.58112
820,1066.67,180.56,0.57872
824,1065.51,181.64,0.58218
828,1059.43,183.57,0.58837
832,1162.57,168.09,0.53875
836,1246.48,157.53,0.5049
840,1245.49,158.41,0.50772
844,1249.53,158.65,0.50849
848,1250.72,159.25,0.51042
852,1255.61,159.38,0.51083
856,1254.52,160.27,0.51369
860,1255.07,160.95,0.51587
864,1256.86,161.46,0.5175
868,1261.04,161.67,0.51817
872,1258.52,162.74,0.5216
876,1257.4,163.64,0.52449
880,1257.95,164.31,0.52663
884,1264.51,164.2,0.52628
888,1264.28,164.97,0.52875
892,1265.65,165.54,0.53058
896,1284.56,163.83,0.5251
900,1370.06,154.29,0.49452
904,1363.54,155.72,0.4991
908,1378.18,154.75,0.49599
912,1376.07,155.67,0.49894
916,1368.88,157.17,0.50375
920,1370.73,157.65,0.50529
924,1374.45,157.9,0.50609
928,1377.11,158.28,0.50731
932,1379.27,158.71,0.50869
936,1380.25,159.28,0.51051
940,1380.19,159.97,0.51272
944,1380.68,160.59,0.51471
948,1387.13,160.52,0.51449
952,1387.28,161.18,0.5166
956,1388.96,161.67,0.51817
960,1328.29,169.76,0.5441
964,1405.46,161.1,0.51635
968,1403.54,161.99,0.5192
972,1405.12,162.48,0.52077
976,1441.25,159.06,0.50981
980,1447.68,159.0,0.50962
984,1432.38,161.36,0.51718
988,1419.17,163.52,0.5241
992,1417.24,164.41,0.52696
996,1419.53,164.8,0.52821
1000,1417.02,165.76,0.53128
1004,1414.13,166.76,0.53449
1008,1438.65,164.57,0.52747
1012,1451.15,163.8,0.525
1016,1441.67,165.53,0.53054
1020,1436.43,166.79,0.53458
1024,1342.23,179.19,0.57433
1028,1425.43,169.39,0.54292
1032,1424.81,170.13,0.54529
1036,1425.32,170.72,0.54718
1040,1404.44,173.93,0.55747
1044,1389.09,176.53,0.5658
1048,1398.09,176.07,0.56433
1052,1399.86,176.51,0.56574
1056,1400.11,177.15,0.56779
1060,1401.26,177.68,0.56949
1064,1391.42,179.61,0.57567
1068,1389.39,180.55,0.57869
1072,1390.58,181.07,0.58035
1076,1427.26,177.07,0.56753
1080,1406.39,180.37,0.57811
1084,1400.98,181.74,0.5825
1088,1412.89,180.87,0.57971
1092,1495.53,171.5,0.54968
1096,1483.7,173.51,0.55612
1100,1481.77,174.37,0.55888
1104,1481.28,175.06,0.56109
1108,1489.81,174.69,0.5599
1112,1486.68,175.69,0.56311
1116,1484.25,176.61,0.56606
1120,1499.55,175.43,0.56228
1124,1495.47,176.54,0.56583
1128,1492.34,177.54,0.56904
1132,1503.87,176.8,0.56667
1136,1499.26,177.97,0.57042
1140,1496.72,178.9,0.5734
1144,1528.97,175.74,0.56327
1148,1525.5,176.76,0.56654
1152,1484.8,182.24,0.5841
1156,1566.9,173.29,0.55542
1160,1567.26,173.85,0.55721
1164,1561.41,175.1,0.56122
1168,1577.54,173.9,0.55737
1172,1579.63,174.27,0.55856
1176,1569.08,176.04,0.56423
1180,1571.78,176.33,0.56516
1184,1571.34,176.98,0.56724
1188,1573.3,177.36,0.56846
1192,1588.43,176.26,0.56494
1196,1581.86,177.59,0.5692
1200,1574.61,179.0,0.57372
1204,1631.54,173.33,0.55554
1208,1613.12,175.89,0.56375
1212,1585.36,179.57,0.57554
1216,1616.94,176.64,0.56615
1220,1665.12,172.09,0.55157
1224,1650.97,174.14,0.55814
1228,1648.4,174.98,0.56083
1232,1649.72,175.41,0.56221
1236,1649.96,175.95,0.56394
1240,1648.52,176.68,0.56628
1244,1650.23,177.06,0.5675
1248,1704.07,172.02,0.55135
1252,1681.73,174.86,0.56045
1256,1664.11,177.28,0.56821
1260,1665.64,177.68,0.56949
1264,1676.19,177.12,0.56769
1268,1678.78,177.41,0.56862
1272,1671.36,178.76,0.57295
1276,1717.99,174.45,0.55913
1280,1671.9,179.82,0.57635
1284,1733.35,173.99,0.55766
1288,1777.91,170.16,0.54538
1292,1755.57,172.86,0.55404
1296,1742.62,174.68,0.55987
1300,1737.2,175.77,0.56337
1304,1764.44,173.59,0.55638
1308,1743.95,176.17,0.56465
1312,1738.36,177.27,0.56817
1316,1741.84,177.46,0.56878
1320,1741.29,178.05,0.57067
1324,1744.51,178.26,0.57135
1328,1745.48,178.7,0.57276
1332,1768.97,176.86,0.56686
1336,1753.33,178.97,0.57362
1340,1750.63,179.79,0.57625
1344,1754.37,179.94,0.57673
1348,1835.01,172.54,0.55301
1352,1836.67,172.9,0.55417
1356,1843.59,172.76,0.55372
1360,1927.24,165.75,0.53125
1364,1890.85,169.44,0.54308
1368,1846.17,174.05,0.55785
1372,1862.57,173.02,0.55455
1376,1879.98,171.91,0.55099
1380,1855.45,174.69,0.5599
1384,1843.48,176.34,0.56519
1388,1867.47,174.58,0.55955
1392,1936.66,168.82,0.54109
1396,1914.43,171.27,0.54894
1400,1875.93,175.29,0.56183
1404,1913.23,172.36,0.55244
1408,1883.43,175.59,0.56279
1412,1926.59,172.14,0.55173
1416,1904.03,174.68,0.55987
1420,1907.5,174.85,0.56042
1424,1987.54,168.28,0.53936
1428,1951.8,171.85,0.5508
1432,1917.61,175.4,0.56218
1436,1919.44,175.72,0.56321
1440,2015.27,167.83,0.53792
1444,1968.84,172.27,0.55215
1448,1931.22,176.11,0.56446
1452,1912.13,178.36,0.57167
1456,1936.42,176.61,0.56606
1460,1966.6,174.38,0.55891
1464,1953.06,176.07,0.56433
1468,1934.98,178.2,0.57115
1472,1985.11,174.17,0.55824
1476,2096.92,165.33,0.5299
1480,2060.34,168.72,0.54077
1484,2013.05,173.15,0.55497
1488,2001.79,174.6,0.55962
1492,2069.75,169.32,0.54269
1496,2068.32,169.89,0.54452
1500,2047.31,172.09,0.55157
1504,2021.24,174.77,0.56016
1508,2074.27,170.76,0.54731
1512,2134.46,166.38,0.53327
1516,2084.52,170.82,0.5475
1520,2038.28,175.16,0.56141
1524,2026.09,176.67,0.56625
1528,2036.21,176.26,0.56494
1532,2122.67,169.52,0.54333
1536,2052.95,175.74,0.56327
1540,2120.3,170.6,0.54679
1544,2103.85,172.38,0.5525
1548,2127.32,170.92,0.54782
1552,2151.17,169.46,0.54314
1556,2108.91,173.3,0.55545
1560,2084.49,175.78,0.5634
1564,2066.62,177.76,0.56974
1568,2060.02,178.78,0.57301
1572,2056.71,179.53,0.57542
1576,2112.23,175.25,0.5617
1580,2159.21,171.87,0.55087
1584,2113.19,176.06,0.56429
1588,2091.49,178.34,0.5716
1592,2071.52,180.51,0.57856
1596,2058.99,182.07,0.58356
1600,2131.18,176.34,0.56519
1604,2193.4,171.76,0.55051
1608,2156.85,175.11,0.56125
1612,2131.76,177.61,0.56926
1616,2143.42,177.09,0.5676
1620,2217.9,171.56,0.54987
1624,2217.76,172.0,0.55128
1628,2169.02,176.29,0.56503
1632,2141.18,179.03,0.57381
1636,2130.27,180.38,0.57814
1640,2134.22,180.49,0.57849
1644,2194.71,175.94,0.56391
1648,2133.06,181.47,0.58163
1652,2184.01,177.67,0.56946
1656,2286.93,170.08,0.54513
1660,2261.45,172.41,0.5526
1664,2198.27,177.8,0.56987
1668,2265.97,172.9,0.55417
1672,2252.45,174.35,0.55881
1676,2244.18,175.41,0.56221
1680,2245.43,175.73,0.56324
1684,2258.06,175.17,0.56144
1688,2278.23,174.03,0.55779
1692,2341.89,169.7,0.54391
1696,2446.76,162.81,0.52183
1700,2450.97,162.91,0.52215
1704,2421.64,165.28,0.52974
1708,2394.14,167.57,0.53708
1712,2346.03,171.4,0.54936
1716,2312.16,174.32,0.55872
1720,2305.92,175.2,0.56154
1724,2358.97,171.66,0.55019
1728,2419.34,167.76,0.53769
1732,2562.17,158.78,0.50891
1736,2508.62,162.54,0.52096
1740,2471.55,165.36,0.53
1744,2438.43,167.99,0.53843
1748,2414.26,170.06,0.54506
1752,2405.16,171.1,0.5484
1756,2415.97,170.72,0.54718
1760,2472.7,167.18,0.53583
1764,2514.3,164.79,0.52817
1768,2603.06,159.53,0.51131
1772,2572.27,161.81,0.51862
1776,2544.14,163.96,0.52551
1780,2527.91,165.39,0.5301
1784,2490.68,168.24,0.53923
1788,2416.74,173.77,0.55696
1792,2307.6,182.4,0.58462
1796,2385.5,176.84,0.56679
1800,2386.91,177.13,0.56772
1804,2410.99,175.75,0.5633
1808,2464.58,172.31,0.55228
1812,2467.76,172.47,0.55279
1816,2468.42,172.8,0.55385
1820,2496.09,171.26,0.54891
1824,2473.36,173.21,0.55516
1828,2422.63,177.23,0.56804
1832,2386.14,180.33,0.57798
1836,2384.51,180.85,0.57965
1840,2418.73,178.68,0.57269
1844,2513.86,172.29,0.55221
1848,2514.52,172.62,0.55327
1852,2512.92,173.11,0.55484
1856,2561.42,170.19,0.54548
1860,2647.35,165.02,0.52891
1864,2636.63,166.05,0.53221
1868,2609.92,168.11,0.53881
1872,2588.1,169.89,0.54452
1876,2602.18,169.33,0.54272
1880,2649.5,166.66,0.53417
1884,2630.64,168.22,0.53917
1888,2616.77,169.47,0.54317
1892,2658.59,167.15,0.53574
1896,2700.24,164.92,0.52859
1900,2758.12,161.8,0.51859
1904,2820.36,158.57,0.50824
1908,2834.39,158.11,0.50676
1912,2834.64,158.43,0.50779
1916,2834.5,158.77,0.50888
1920,2820.67,159.88,0.51244
1924,2875.86,157.14,0.50365
1928,2908.12,155.72,0.4991
1932,2957.78,153.42,0.49173
1936,3040.65,149.55,0.47933
1940,2931.81,155.42,0.49814
1944,2902.69,157.31,0.5042
1948,2903.74,157.57,0.50503
1952,2880.33,159.18,0.51019
1956,2875.71,159.76,0.51205
1960,2826.6,162.87,0.52202
1964,2826.85,163.19,0.52304
1968,2854.32,161.95,0.51907
1972,2899.11,159.77,0.51208
1976,2964.09,156.58,0.50186
1980,2959.23,157.16,0.50372
1984,2931.51,158.96,0.50949
1988,2978.59,156.77,0.50247
1992,3016.63,155.1,0.49712
1996,2969.76,157.87,0.50599
2000,2918.16,160.98,0.51596
2004,2919.77,161.21,0.5167
2008,2892.04,163.08,0.52269
2012,2920.07,161.84,0.51872
2016,2888.86,163.91,0.52535
2020,2886.33,164.38,0.52686
2024,2864.68,165.95,0.53189
2028,2855.42,166.82,0.53468
2032,2817.53,169.4,0.54295
2036,2804.5,170.52,0.54654
2040,2818.46,170.01,0.5449
2044,2858.27,167.97,0.53837
2048,2820.72,170.54,0.5466
2052,2736.35,176.14,0.56455
2056,2705.25,178.51,0.57215
2060,2670.78,181.17,0.58067
2064,2674.06,181.3,0.58109
2068,2688.14,180.7,0.57917
2072,2684.15,181.31,0.58112
2076,2677.45,182.12,0.58372
2080,2669.87,182.99,0.58651
2084,2676.42,182.89,0.58619
2088,2689.77,182.33,0.58439
2092,2676.73,183.57,0.58837
2096,2676.57,183.93,0.58952
2100,2695.64,182.98,0.58647
2104,2690.72,183.66,0.58865
2108,2689.61,184.09,0.59003
2112,2679.59,185.13,0.59337
2116,2762.27,179.93,0.5767
2120,2763.79,180.17,0.57747
2124,2770.99,180.04,0.57705
2128,2785.67,179.43,0.5751
2132,2787.47,179.65,0.5758
2136,2789.16,179.88,0.57654
2140,2789.84,180.17,0.57747
2144,2784.04,180.88,0.57974
2148,2791.73,180.72,0.57923
2152,2792.73,180.99,0.5801
2156,2791.67,181.4,0.58141
2160,2791.2,181.77,0.5826
2164,2799.78,181.54,0.58186
2168,2798.67,181.95,0.58317
2172,2814.26,181.28,0.58103
2176,2807.08,182.08,0.58359
2180,2889.4,177.21,0.56798
2184,2891.78,177.39,0.56856
2188,2914.68,176.32,0.56513
2192,2918.32,176.42,0.56545
2196,2986.37,172.72,0.55359
2200,3096.7,166.87,0.53484
2204,3093.68,167.33,0.53631
2208,3092.16,167.72,0.53756
2212,3091.68,168.05,0.53862
2216,3052.77,170.5,0.54647
2220,3019.41,172.69,0.55349
2224,2992.37,174.57,0.55952
2228,2970.63,176.16,0.56462
2232,2905.25,180.45,0.57837
2236,2881.7,182.25,0.58413
2240,2875.57,182.97,0.58644
2244,2954.98,178.37,0.5717
2248,2960.87,178.33,0.57157
2252,2970.52,178.07,0.57074
2256,3003.55,176.42,0.56545
2260,3010.65,176.32,0.56513
2264,3010.9,176.62,0.56609
2268,3010.88,176.93,0.56708
2272,3009.91,177.3,0.56827
2276,3253.74,164.3,0.5266
2280,3210.69,166.8,0.53462
2284,3168.37,169.32,0.54269
2288,3113.27,172.62,0.55327
2292,3022.25,178.13,0.57093
2296,2974.6,181.3,0.58109
2300,2986.82,180.87,0.57971
2304,3103.83,174.35,0.55881
2308,3300.46,164.25,0.52644
2312,3296.73,164.72,0.52795
2316,3234.3,168.19,0.53907
2320,3129.39,174.13,0.55811
2324,3054.39,178.71,0.57279
2328,3038.37,179.97,0.57683
2332,3171.68,172.7,0.55353
2336,3306.52,165.94,0.53186
2340,3347.22,164.2,0.52628
2344,3300.83,166.79,0.53458
2348,3261.55,169.09,0.54196
2352,3198.2,172.73,0.55362
2356,3093.33,178.89,0.57337
2360,3056.09,181.38,0.58135
2364,3249.46,170.88,0.54769
2368,3346.1,166.22,0.53276
2372,3429.61,162.45,0.52067
2376,3406.6,163.82,0.52506
2380,3319.41,168.41,0.53978
2384,3223.98,173.68,0.55667
2388,3152.72,177.91,0.57022
2392,3250.66,172.84,0.55397
2396,3356.88,167.65,0.53734
2400,3255.42,173.16,0.555
2404,3182.64,177.42,0.56865
2408,3153.14,179.37,0.5749
2412,3184.98,177.88,0.57013
2416,3361.4,168.82,0.54109
2420,3493.01,162.73,0.52157
2424,3406.01,167.16,0.53577
2428,3209.03,177.71,0.56958
2432,3145.33,181.61,0.58208
2436,3375.79,169.49,0.54324
2440,3559.71,161.0,0.51603
2444,3543.85,161.98,0.51917
2448,3443.44,166.98,0.53519
2452,3313.7,173.8,0.55705
2456,3180.18,181.39,0.58138
2460,3206.3,180.21,0.5776
2464,3402.84,170.08,0.54513
2468,3477.61,166.69,0.53426
2472,3432.31,169.16,0.54218
2476,3315.36,175.42,0.56224
2480,3238.59,179.86,0.57647
2484,3338.18,174.78,0.56019
2488,3539.1,165.12,0.52923
2492,3485.79,167.92,0.53821
2496,3405.05,172.17,0.55183
2500,3392.37,173.1,0.55481
2504,3358.04,175.14,0.56135
2508,3475.75,169.48,0.54321
2512,3651.61,161.58,0.51788
2516,3629.08,162.84,0.52192
2520,3458.95,171.12,0.54846
2524,3343.78,177.3,0.56827
2528,3481.97,170.53,0.54657
2532,3664.4,162.3,0.52019
2536,3650.68,163.16,0.52295
2540,3582.75,166.52,0.53372
2544,3449.46,173.23,0.55522
2548,3408.48,175.58,0.56276
2552,3675.24,163.1,0.52276
2556,3621.91,165.76,0.53128
2560,3528.37,170.42,0.54622
2564,3483.17,172.9,0.55417
2568,3411.52,176.81,0.5667
2572,3563.34,169.54,0.5434
2576,3686.07,164.15,0.52612
2580,3507.55,172.77,0.55375
2584,3354.63,180.92,0.57987
2588,3652.76,166.41,0.53337
2592,3641.0,167.21,0.53593
2596,3570.89,170.76,0.54731
2600,3414.69,178.84,0.57321
2604,3411.76,179.27,0.57458
2608,3701.62,165.49,0.53042
2612,3640.25,168.53,0.54016
2616,3445.88,178.31,0.57151
2620,3388.64,181.6,0.58205
2624,3656.7,168.55,0.54022
2628,3738.51,165.11,0.5292
2632,3702.31,166.98,0.53519
2636,3573.55,173.26,0.55532
2640,3470.76,178.66,0.57263
2644,3613.79,171.85,0.5508
2648,3730.32,166.73,0.53439
2652,3655.44,170.4,0.54615
2656,3531.68,176.64,0.56615
2660,3497.29,178.65,0.5726
2664,3794.87,164.89,0.52849
2668,3780.26,165.77,0.53131
2672,3708.68,169.23,0.5424
2676,3537.23,177.69,0.56952
2680,3674.19,171.33,0.54913
2684,3761.69,167.59,0.53715
2688,3730.81,169.23,0.5424
2692,3738.28,169.14,0.54212
2696,3649.69,173.5,0.55609
2700,4016.86,157.88,0.50603
2704,3914.98,162.23,0.51997
2708,3680.22,172.83,0.55394
2712,3927.97,162.17,0.51978
2716,3913.67,163.0,0.52244
2720,3806.33,167.85,0.53798
2724,3696.66,173.08,0.55474
2728,3984.63,160.81,0.51542
2732,3965.88,161.8,0.51859
2736,3803.31,168.97,0.54157
2740,3729.61,172.56,0.55308
2744,3937.1,163.7,0.52468
2748,3850.71,167.62,0.53724
2752,3718.01,173.85,0.55721
2756,4065.65,159.22,0.51032
2760,4081.49,158.83,0.50907
2764,3904.92,166.25,0.53285
2768,3848.63,168.93,0.54144
2772,4018.08,162.04,0.51936
2776,3830.4,170.22,0.54558
2780,3928.84,166.2,0.53269
2784,4057.17,161.17,0.51657
2788,3956.0,165.53,0.53054
2792,3869.64,169.47,0.54317
2796,4122.31,159.31,0.51061
2800,4003.38,164.28,0.52654
2804,3845.64,171.26,0.54891
2808,4042.48,163.15,0.52292
2812,3999.87,165.13,0.52926
2816,3772.88,175.31,0.56189
2820,4000.31,165.58,0.53071
2824,3626.84,182.89,0.58619
2828,3825.94,173.62,0.55647
2832,3842.44,173.11,0.55484
2836,3690.43,180.5,0.57853
2840,4005.35,166.54,0.53378
2844,3985.42,167.61,0.53721
2848,3828.14,174.74,0.56006
2852,3827.34,175.03,0.56099
2856,4011.82,167.21,0.53593
2860,3960.12,169.63,0.54369
2864,3800.43,177.01,0.56734
2868,4049.25,166.36,0.53321
2872,3962.12,170.26,0.54571
2876,3802.23,177.66,0.56942
2880,4112.5,164.49,0.52721
2884,4238.38,159.82,0.51224
2888,4089.91,165.86,0.5316
2892,4344.92,156.34,0.50109
2896,4263.1,159.56,0.51141
2900,4066.14,167.52,0.53692
2904,4277.21,159.47,0.51112
2908,4153.05,164.47,0.52715
2912,4107.22,166.53,0.53375
2916,4294.97,159.47,0.51112
2920,4176.11,164.23,0.52638
2924,4257.07,161.33,0.51708
2928,4200.66,163.72,0.52474
2932,4053.24,169.91,0.54458
2936,4147.83,166.26,0.53288
2940,4055.29,170.28,0.54577
2944,4355.64,158.76,0.50885
2948,4348.5,159.23,0.51035
2952,4242.26,163.44,0.52385
2956,4187.51,165.8,0.53141
2960,4138.25,168.01,0.53849
2964,4349.99,160.04,0.51295
2968,4179.62,166.79,0.53458
2972,4494.39,155.32,0.49782
2976,4358.49,160.38,0.51404
2980,4227.34,165.58,0.53071
2984,4440.63,157.83,0.50587
2988,4285.83,163.75,0.52484
2992,4353.41,161.43,0.5174
2996,4190.36,167.93,0.53824
3000,4464.23,157.84,0.5059
3004,4357.28,161.93,0.51901
3008,4235.33,166.82,0.53468
3012,4506.06,157.0,0.50321
3016,4338.63,163.28,0.52333
3020,4525.76,156.73,0.50234
3024,4255.35,166.91,0.53497
3028,4505.35,157.86,0.50596
3032,4184.62,170.18,0.54545
3036,4522.86,157.67,0.50535
3040,4414.45,161.75,0.51843
3044,4385.03,163.05,0.5226
3048,4487.3,159.54,0.51135
3052,4245.17,168.86,0.54122
3056,4583.86,156.59,0.50189
3060,4292.15,167.45,0.5367
3064,4600.56,156.43,0.50138
3068,4455.51,161.74,0.5184
3072,4357.3,165.6,0.53077
3076,4441.32,162.68,0.52141
3080,4442.74,162.83,0.52189
3084,4335.93,167.06,0.53545
3088,4239.4,171.09,0.54837
3092,4169.65,174.18,0.55827
3096,4278.64,169.96,0.54474
3100,4191.93,173.7,0.55673
3104,4544.04,160.45,0.51426
3108,4415.73,165.32,0.52987
3112,4301.24,169.94,0.54468
3116,4428.42,165.27,0.52971
3120,4129.7,177.45,0.56875
3124,4479.74,163.8,0.525
3128,4447.54,165.19,0.52946
3132,4223.69,174.17,0.55824
3136,4406.49,167.16,0.53577
3140,4264.36,172.95,0.55433
3144,4536.75,162.77,0.5217
3148,4268.65,173.22,0.55519
3152,4545.68,162.87,0.52202
3156,4257.86,174.1,0.55801
3160,4596.45,161.48,0.51756
3164,4358.27,170.52,0.54654
3168,4605.36,161.57,0.51785
3172,4370.07,170.49,0.54644
3176,4610.21,161.81,0.51862
3180,4317.76,172.99,0.55446
3184,4429.86,168.82,0.54109
3188,4376.24,171.11,0.54843
3192,4385.39,170.96,0.54795
3196,4432.2,169.37,0.54285
3200,4312.4,174.29,0.55862
3204,4549.7,165.41,0.53016
3208,4338.47,173.68,0.55667
3212,4468.11,168.85,0.54119
3216,4324.13,174.69,0.5599
3220,4623.0,163.6,0.52436
3224,4405.81,171.88,0.5509
3228,4596.19,164.96,0.52872
3232,4388.4,172.99,0.55446
3236,4624.11,164.37,0.52683
3240,4499.26,169.14,0.54212
3244,4473.15,170.34,0.54596
3248,4484.63,170.11,0.54522
3252,4610.06,165.69,0.53106
3256,4453.75,171.71,0.55035
3260,4576.87,167.3,0.53622
3264,4425.13,173.25,0.55529
3268,4547.0,168.81,0.54106
3272,4544.26,169.12,0.54205
3276,4654.41,165.32,0.52987
3280,4540.25,169.68,0.54385
3284,4629.37,166.62,0.53404
3288,4587.17,168.36,0.53962
3292,4421.85,174.87,0.56048
3296,4789.57,161.64,0.51808
3300,4515.7,171.65,0.55016
3304,4777.13,162.45,0.52067
3308,4497.49,172.76,0.55372
3312,4774.17,162.94,0.52224
3316,4465.24,174.43,0.55907
3320,4687.75,166.35,0.53317
3324,4458.36,175.12,0.56128
3328,4703.86,166.18,0.53263
3332,4534.76,172.58,0.55314
3336,4787.94,163.65,0.52452
3340,4529.26,173.21,0.55516
3344,4771.9,164.6,0.52756
3348,4626.05,169.99,0.54484
3352,4693.84,167.73,0.5376
3356,4739.63,166.31,0.53304
3360,4674.66,168.83,0.54112
3364,4832.37,163.51,0.52407
3368,4740.3,166.88,0.53487
3372,4909.16,161.33,0.51708
3376,4536.5,174.8,0.56026
3380,4796.05,165.53,0.53054
3384,4639.42,171.32,0.5491
3388,4785.27,166.3,0.53301
3392,4663.22,170.85,0.5476
3396,4641.42,171.86,0.55083
3400,4993.03,159.94,0.51263
3404,4621.07,173.02,0.55455
3408,4857.99,164.77,0.52811
3412,4784.09,167.52,0.53692
3416,4871.56,164.7,0.52788
3420,4969.41,161.65,0.51811
3424,4707.79,170.83,0.54753
3428,4995.77,161.17,0.51657
3432,4716.16,170.93,0.54785
3436,4801.5,168.08,0.53872
3440,4790.63,168.66,0.54058
3444,4892.94,165.33,0.5299
3448,5041.13,160.65,0.5149
3452,4733.77,171.28,0.54897
3456,4988.59,162.72,0.52154
3460,4789.83,169.67,0.54381
3464,4872.09,167.0,0.53526
3468,5054.65,161.15,0.51651
3472,4750.71,171.66,0.55019
3476,5038.32,162.05,0.51939
3480,4716.25,173.31,0.55548
3484,4960.21,164.98,0.52878
3488,4847.46,169.01,0.5417
3492,4731.9,173.34,0.55558
3496,5071.41,161.92,0.51897
3500,4755.21,172.88,0.5541
3504,5040.82,163.27,0.5233
3508,4789.23,172.04,0.55141
3512,4943.0,166.88,0.53487
3516,4864.97,169.75,0.54407
3520,4783.36,172.85,0.55401
3524,5214.76,158.73,0.50875
3528,4896.4,169.24,0.54244
3532,5117.19,162.12,0.51962
3536,4912.94,169.05,0.54183
3540,5003.1,166.19,0.53266
3544,5132.06,162.2,0.51987
3548,4827.05,172.64,0.55333
3552,5117.9,163.02,0.5225
3556,4962.28,168.32,0.53949
3560,4905.75,170.45,0.54631
3564,5161.2,162.19,0.51984
3568,4920.12,170.33,0.54593
3572,4824.98,173.89,0.55734
3576,5134.23,163.6,0.52436
3580,5034.99,167.01,0.53529
3584,4896.53,171.92,0.55103
3588,4984.18,169.09,0.54196
3592,5172.75,163.1,0.52276
3596,4828.46,174.93,0.56067
3600,4816.14,175.57,0.56272
3604,4662.0,181.58,0.58199
3608,4626.62,183.17,0.58708
3612,4761.66,178.17,0.57106
3616,4660.72,182.23,0.58407
3620,4651.93,182.78,0.58583
3624,4641.28,183.4,0.58782
3628,4684.91,181.89,0.58298
3632,4632.18,184.17,0.59029
3636,4651.01,183.62,0.58853
3640,4686.84,182.42,0.58468
3644,4700.09,182.1,0.58365
3648,4614.5,185.69,0.59516
3652,4762.99,180.09,0.57721
3656,4788.72,179.32,0.57474
3660,5238.7,164.1,0.52596
3664,5023.2,171.33,0.54913
3668,5108.74,168.64,0.54051
3672,5358.28,160.96,0.5159
3676,5035.33,171.47,0.54958
3680,5185.58,166.69,0.53426
3684,5364.52,161.3,0.51699
3688,5033.43,172.1,0.5516
3692,5153.85,168.26,0.53929
3696,5352.99,162.17,0.51978
3700,5011.89,173.4,0.55577
3704,5238.76,166.07,0.53228
3708,5309.03,164.05,0.5258
3712,4949.82,176.14,0.56455
3716,5175.98,168.63,0.54048
3720,5486.27,159.26,0.51045
3724,5247.53,166.69,0.53426
3728,5225.34,167.58,0.53712
3732,5492.0,159.61,0.51157
3736,5271.67,166.46,0.53353
3740,5054.57,173.79,0.55702
3744,5379.41,163.47,0.52394
3748,5503.18,159.97,0.51272
3752,5169.44,170.48,0.54641
3756,5391.54,163.63,0.52446
3760,5503.55,160.47,0.51433
3764,5183.35,170.56,0.54667
3768,5262.32,168.18,0.53904
3772,5512.66,160.72,0.51513
3776,5352.01,165.72,0.53115
3780,5460.57,162.59,0.52112
3784,5616.4,158.25,0.50721
3788,5439.47,163.57,0.52426
3792,5407.15,164.72,0.52795
3796,5541.08,160.91,0.51574
3800,5634.54,158.41,0.50772
3804,5408.29,165.21,0.52952
3808,5460.04,163.81,0.52503
3812,5637.58,158.82,0.50904
3816,5502.83,162.88,0.52205
3820,5315.56,168.8,0.54103
3824,5553.36,161.74,0.5184
3828,5701.27,157.71,0.50548
3832,5419.01,166.09,0.53234
3836,5478.85,164.45,0.52708
3840,5597.32,161.14,0.51647
3844,5488.26,164.51,0.52728
3848,5341.18,169.22,0.54237
3852,5554.66,162.88,0.52205
3856,5583.74,162.2,0.51987
3860,5249.41,172.71,0.55356
3864,5416.58,167.56,0.53705
3868,5642.85,161.0,0.51603
3872,5274.63,172.42,0.55263
3876,5482.53,166.05,0.53221
3880,5616.45,162.26,0.52006
3884,5534.26,164.84,0.52833
3888,5303.57,172.19,0.55189
3892,5505.43,166.05,0.53221
3896,5644.61,162.12,0.51962
3900,5332.26,171.79,0.55061
3904,5462.15,167.88,0.53808
3908,5800.86,158.24,0.50718
3912,5724.09,160.52,0.51449
3916,5511.9,166.87,0.53484
3920,5717.26,161.04,0.51615
3924,5804.98,158.77,0.50888
3928,5683.93,162.32,0.52026
3932,5567.79,165.87,0.53163
3936,5617.66,164.57,0.52747
3940,5851.93,158.14,0.50686
3944,5979.15,154.93,0.49657
3948,5714.92,162.26,0.52006
3952,5658.12,164.06,0.52583
3956,5860.35,158.56,0.50821
3960,5881.27,158.15,0.50689
3964,5738.33,162.25,0.52003
3968,5568.8,167.36,0.53641
3972,5852.9,159.4,0.5109
3976,6019.76,155.14,0.49724
3980,6029.38,155.05,0.49696
3984,5829.56,160.52,0.51449
3988,5659.61,165.51,0.53048
3992,5620.27,166.83,0.53471
3996,5891.32,159.32,0.51064
4000,6013.34,156.24,0.50077
4004,5789.02,162.46,0.52071
