batch,kernel_time,flops,utils
4008,5597.8,168.17,0.53901
4012,5817.67,161.98,0.51917
4016,5901.69,159.83,0.51228
4020,5893.06,160.23,0.51356
4024,5471.56,172.74,0.55365
4028,5540.55,170.76,0.54731
4032,5885.54,160.91,0.51574
4036,6022.51,157.41,0.50452
4040,5910.17,160.56,0.51462
4044,5724.49,165.93,0.53183
4048,5602.1,169.72,0.54397
4052,5901.54,161.27,0.51689
4056,6059.13,157.23,0.50394
4060,6105.78,156.18,0.50058
4064,5863.95,162.78,0.52173
4068,5742.5,166.39,0.5333
4072,5851.03,163.46,0.52391
4076,5940.66,161.16,0.51654
4080,6047.08,158.48,0.50795
4084,6109.74,157.0,0.50321
4088,5885.83,163.14,0.52288
4092,5760.88,166.84,0.53474
4096,5886.05,163.45,0.52388
4100,5988.46,160.81,0.51542
4104,5999.7,160.67,0.51497
4108,5821.2,165.75,0.53125
4112,5694.43,169.61,0.54362
4116,5801.08,166.65,0.53413
4120,5939.83,162.92,0.52218
4124,5993.01,161.63,0.51804
4128,5866.06,165.29,0.52978
4132,5708.15,170.03,0.54497
4136,5653.11,171.85,0.5508
4140,5268.19,184.58,0.5916
4144,5267.08,184.8,0.59231
4148,5633.38,172.95,0.55433
4152,5571.9,175.03,0.56099
4156,5862.72,166.5,0.53365
4160,5897.88,165.67,0.53099
4164,6019.3,162.48,0.52077
4168,6062.07,161.49,0.5176
4172,5909.47,165.82,0.53147
4176,5763.06,170.2,0.54551
4180,5890.95,166.66,0.53417
4184,6012.61,163.45,0.52388
4188,5961.56,165.0,0.52885
4192,6065.5,162.33,0.52029
4196,6111.04,161.28,0.51692
4200,6001.34,164.38,0.52686
4204,5875.64,168.06,0.53865
4208,5774.79,171.15,0.54856
4212,5750.11,172.05,0.55144
4216,5887.72,168.19,0.53907
4220,5919.01,167.46,0.53673
4224,6015.17,164.94,0.52865
4228,6150.9,161.45,0.51747
4232,6155.3,161.49,0.5176
4236,6089.67,163.38,0.52365
4240,6067.24,164.14,0.52609
4244,5946.35,167.64,0.53731
4248,5784.77,172.48,0.55282
4252,5925.24,168.55,0.54022
4256,5989.92,166.89,0.5349
4260,6005.35,166.62,0.53404
4264,6117.33,163.72,0.52474
4268,6236.95,160.73,0.51516
4272,6263.44,160.2,0.51346
4276,6124.67,163.98,0.52558
4280,5894.92,170.54,0.5466
4284,5815.33,173.03,0.55458
4288,5774.8,174.41,0.55901
4292,6056.08,166.46,0.53353
4296,6219.54,162.24,0.52
4300,6271.64,161.04,0.51615
4304,6274.85,161.11,0.51638
4308,6287.8,160.93,0.5158
4312,6113.19,165.68,0.53103
4316,6134.75,165.25,0.52965
4320,6041.28,167.96,0.53833
4324,5986.57,169.65,0.54375
4328,6150.12,165.29,0.52978
4332,6149.56,165.46,0.53032
4336,6098.44,167.0,0.53526
4340,6212.71,164.08,0.5259
4344,6301.8,161.91,0.51894
4348,6349.78,160.83,0.51548
4352,6308.16,162.04,0.51936
4356,6369.0,160.64,0.51487
4360,6329.25,161.8,0.51859
4364,6247.05,164.08,0.5259
4368,6368.58,161.1,0.51635
4372,6420.87,159.93,0.5126
4376,6396.83,160.68,0.515
4380,6437.13,159.82,0.51224
4384,6186.47,166.45,0.53349
4388,6304.78,163.47,0.52394
4392,6379.59,161.7,0.51827
4396,6368.76,162.13,0.51965
4400,6405.3,161.35,0.51715
4404,6122.53,168.95,0.54151
4408,6050.75,171.11,0.54843
4412,6070.84,170.7,0.54712
4416,6097.34,170.11,0.54522
4420,6154.51,168.69,0.54067
4424,6299.59,164.95,0.52869
4428,6293.05,165.27,0.52971
4432,6245.32,166.68,0.53423
4436,6178.46,168.64,0.54051
4440,6256.66,166.68,0.53423
4444,6352.36,164.32,0.52667
4448,6346.89,164.61,0.5276
4452,6411.04,163.11,0.52279
4456,6354.53,164.71,0.52792
4460,6294.53,166.43,0.53343
4464,6409.17,163.6,0.52436
4468,6417.42,163.53,0.52413
4472,6430.13,163.35,0.52356
4476,6482.32,162.18,0.51981
4480,6454.34,163.03,0.52253
4484,6547.34,160.86,0.51558
4488,6480.83,162.66,0.52135
4492,6456.95,163.4,0.52372
4496,6543.35,161.39,0.51728
4500,6547.87,161.42,0.51737
4504,6602.57,160.23,0.51356
4508,6551.11,161.63,0.51804
4512,6489.28,163.31,0.52343
4516,6560.46,161.68,0.51821
4520,6561.46,161.8,0.51859
4524,6568.33,161.78,0.51853
4528,6556.69,162.21,0.5199
4532,6499.5,163.78,0.52494
4536,6403.81,166.37,0.53324
4540,6435.89,165.69,0.53106
4544,6556.68,162.78,0.52173
4548,6637.95,160.93,0.5158
4552,6631.07,161.24,0.51679
4556,6579.09,162.65,0.52131
4560,6515.36,164.39,0.52689
4564,6422.47,166.91,0.53497
4568,6478.07,165.63,0.53087
4572,6537.93,164.25,0.52644
4576,6542.17,164.29,0.52657
4580,6552.2,164.18,0.52622
4584,6606.41,162.98,0.52237
4588,6485.64,166.16,0.53256
4592,6468.11,166.75,0.53446
4596,6565.57,164.42,0.52699
4600,6566.87,164.53,0.52734
4604,6589.6,164.11,0.52599
4608,6472.89,167.21,0.53593
4612,6476.57,167.26,0.53609
4616,6540.02,165.78,0.53135
4620,6540.49,165.91,0.53176
4624,6604.94,164.44,0.52705
4628,6600.59,164.69,0.52785
4632,6468.99,168.18,0.53904
4636,6369.83,170.95,0.54792
4640,6337.18,171.98,0.55122
4644,6381.05,170.94,0.54788
4648,6487.89,168.27,0.53933
4652,6494.35,168.25,0.53926
4656,6476.13,168.87,0.54125
4660,6457.89,169.49,0.54324
4664,6659.21,164.51,0.52728
4668,6642.51,165.06,0.52904
4672,6548.26,167.58,0.53712
4676,6498.05,169.02,0.54173
4680,6495.14,169.24,0.54244
4684,6565.18,167.58,0.53712
4688,6543.07,168.29,0.53939
4692,6622.32,166.42,0.5334
4696,6666.86,165.45,0.53029
4700,6617.94,166.81,0.53465
4704,6681.45,165.37,0.53003
4708,6735.93,164.17,0.52619
4712,6519.48,169.76,0.5441
4716,6027.59,183.77,0.58901
4720,6395.48,173.35,0.55561
4724,6114.2,181.48,0.58167
4728,6044.15,183.73,0.58888
4732,6192.75,179.48,0.57526
4736,6051.22,183.83,0.5892
4740,6145.05,181.18,0.58071
4744,6219.19,179.17,0.57426
4748,6179.72,180.46,0.5784
4752,6234.22,179.04,0.57385
4756,6531.44,171.03,0.54817
4760,6758.71,165.42,0.53019
4764,6919.13,161.72,0.51833
4768,6942.86,161.3,0.51699
4772,6869.77,163.16,0.52295
4776,6492.94,172.77,0.55375
4780,6673.75,168.23,0.5392
4784,6974.86,161.1,0.51635
4788,6579.36,170.93,0.54785
4792,6664.17,168.9,0.54135
4796,6814.26,165.31,0.52984
4800,6844.27,164.73,0.52798
4804,7190.44,156.93,0.50298
4808,7037.77,160.46,0.51429
4812,6988.19,161.74,0.5184
4816,6917.19,163.53,0.52413
4820,6877.71,164.61,0.5276
4824,6878.63,164.72,0.52795
4828,6895.58,164.45,0.52708
4832,6950.46,163.29,0.52337
4836,7018.25,161.85,0.51875
4840,6816.29,166.78,0.53455
4844,6823.65,166.74,0.53442
4848,6930.32,164.31,0.52663
4852,7010.79,162.56,0.52103
4856,7062.69,161.49,0.5176
4860,7135.26,159.98,0.51276
4864,6152.42,185.69,0.59516
4868,6996.2,163.43,0.52381
4872,7089.72,161.41,0.51734
4876,6959.49,164.56,0.52744
4880,6913.15,165.8,0.53141
4884,6800.64,168.68,0.54064
4888,6769.03,169.61,0.54362
4892,6829.47,168.25,0.53926
4896,6832.26,168.32,0.53949
4900,6842.42,168.2,0.5391
4904,6926.4,166.3,0.53301
4908,6955.55,165.74,0.53122
4912,6716.98,171.76,0.55051
4916,6780.42,170.3,0.54583
4920,6837.26,169.02,0.54173
4924,6868.33,168.39,0.53971
4928,6870.1,168.48,0.54
4932,7084.24,163.52,0.5241
4936,7276.25,159.34,0.51071
4940,7121.23,162.94,0.52224
4944,7050.28,164.71,0.52792
4948,7012.23,165.74,0.53122
4952,7114.88,163.48,0.52397
4956,7204.05,161.59,0.51792
4960,7375.66,157.95,0.50625
4964,7256.17,160.68,0.515
4968,7060.67,165.27,0.52971
4972,7023.15,166.28,0.53295
4976,7106.64,164.46,0.52712
4980,7174.15,163.04,0.52256
4984,7309.13,160.16,0.51333
4988,7262.64,161.32,0.51705
4992,7178.39,163.34,0.52353
4996,7232.19,162.26,0.52006
5000,7281.44,161.29,0.51696
5004,7317.4,160.62,0.51481
5008,7548.88,155.82,0.49942
5012,7466.16,157.67,0.50535
5016,7096.09,166.03,0.53215
5020,7241.88,162.82,0.52186
5024,7371.86,160.07,0.51304
5028,7554.16,156.34,0.50109
5032,7368.66,160.4,0.5141
5036,7140.14,165.66,0.53096
5040,7278.84,162.64,0.52128
5044,7570.77,156.49,0.50157
5048,7489.66,158.31,0.5074
5052,7186.31,165.12,0.52923
5056,7210.13,164.71,0.52792
5060,7398.62,160.64,0.51487
5064,7570.11,157.12,0.50359
5068,7420.93,160.41,0.51413
5072,7294.9,163.31,0.52343
5076,7312.12,163.05,0.5226
5080,7448.63,160.19,0.51343
5084,7576.08,157.62,0.50519
5088,7265.8,164.48,0.52718
5092,7308.34,163.65,0.52452
5096,7408.45,161.57,0.51785
5100,7549.44,158.67,0.50856
5104,7483.92,160.19,0.51343
5108,7215.63,166.27,0.53292
5112,7264.31,165.29,0.52978
5116,7692.09,156.22,0.50071
5120,7425.1,161.96,0.5191
5124,7365.94,163.39,0.52369
5128,6672.72,180.51,0.57856
5132,6687.97,180.24,0.57769
5136,7171.06,168.22,0.53917
5140,7089.77,170.29,0.5458
5144,7235.25,166.99,0.53522
5148,7452.59,162.25,0.52003
5152,7404.68,163.42,0.52378
5156,7335.84,165.09,0.52913
5160,7142.82,169.68,0.54385
5164,7125.44,170.22,0.54558
5168,7520.89,161.4,0.51731
5172,7476.18,162.49,0.5208
5176,7301.52,166.51,0.53369
5180,7303.27,166.59,0.53394
5184,7421.28,164.07,0.52587
5188,7586.32,160.63,0.51484
5192,7424.36,164.26,0.52647
5196,7126.87,171.25,0.54888
5200,7532.36,162.15,0.51971
5204,7508.35,162.79,0.52176
5208,7298.64,167.6,0.53718
5212,7458.52,164.13,0.52606
5216,7574.41,161.75,0.51843
5220,7284.68,168.31,0.53946
5224,7341.67,167.13,0.53567
5228,7626.54,161.01,0.51606
5232,7521.25,163.39,0.52369
5236,7284.91,168.82,0.54109
5240,7411.11,166.07,0.53228
5244,7604.21,161.98,0.51917
5248,7457.33,165.29,0.52978
5252,7420.73,166.24,0.53282
5256,7591.63,162.62,0.52122
5260,7679.22,160.89,0.51567
5264,7493.36,165.0,0.52885
5268,7510.44,164.75,0.52804
5272,7839.39,157.96,0.50628
5276,7631.12,162.39,0.52048
5280,7349.93,168.73,0.5408
5284,7738.75,160.38,0.51404
5288,7557.86,164.34,0.52673
5292,7410.27,167.74,0.53763
5296,7648.39,162.64,0.52128
5300,7635.4,163.04,0.52256
5304,7369.05,169.06,0.54186
5308,7581.57,164.44,0.52705
5312,7728.48,161.44,0.51744
5316,7593.41,164.44,0.52705
5320,7468.75,167.31,0.53625
5324,7656.48,163.33,0.52349
5328,7645.53,163.68,0.52462
5332,7513.08,166.69,0.53426
5336,7658.26,163.66,0.52455
5340,7550.45,166.12,0.53244
5344,7435.44,168.81,0.54106
5348,7671.28,163.75,0.52484
5352,7664.11,164.02,0.52571
5356,7485.93,168.05,0.53862
5360,7617.66,165.27,0.52971
5364,7722.89,163.14,0.52288
5368,7539.11,167.24,0.53603
5372,7712.49,163.6,0.52436
5376,7780.98,162.28,0.52013
5380,7667.83,164.8,0.52821
5384,7729.36,163.61,0.52439
5388,7909.45,160.0,0.51282
5392,7503.49,168.79,0.54099
5396,7660.31,165.45,0.53029
5400,7878.94,160.98,0.51596
5404,7634.89,166.25,0.53285
5408,7571.77,167.76,0.53769
5412,7849.57,161.94,0.51904
5416,7557.0,168.34,0.53955
5420,7839.32,162.39,0.52048
5424,7824.45,162.82,0.52186
5428,7679.42,166.02,0.53212
5432,7851.99,162.49,0.5208
5436,7739.86,164.97,0.52875
5440,7521.74,169.87,0.54446
5444,7984.8,160.14,0.51327
5448,7911.72,161.74,0.5184
5452,7700.11,166.31,0.53304
5456,8026.49,159.66,0.51173
5460,7711.91,166.29,0.53298
5464,7756.16,165.47,0.53035
5468,8027.6,159.99,0.51279
5472,7806.57,164.64,0.52769
5476,7756.5,165.82,0.53147
5480,7984.44,161.21,0.5167
5484,7629.39,168.83,0.54112
5488,8054.83,160.03,0.51292
5492,7885.66,163.58,0.52429
5496,7758.75,166.38,0.53327
5500,8051.53,160.45,0.51426
5504,7591.38,170.3,0.54583
5508,7836.25,165.09,0.52913
5512,7969.21,162.46,0.52071
5516,7744.36,167.3,0.53622
5520,7712.67,168.11,0.53881
5524,7688.77,168.75,0.54087
5528,8121.99,159.87,0.5124
5532,7381.32,176.03,0.5642
5536,7767.58,167.4,0.53654
5540,8064.1,161.36,0.51718
5544,7922.63,164.36,0.52679
5548,7798.04,167.11,0.53561
5552,8012.71,162.75,0.52163
5556,7767.07,168.02,0.53853
5560,8058.33,162.06,0.51942
5564,8106.91,161.21,0.5167
5568,7869.8,166.18,0.53263
5572,8232.7,158.97,0.50952
5576,7808.22,167.73,0.5376
5580,8076.57,162.28,0.52013
5584,7995.11,164.05,0.5258
5588,7407.42,177.19,0.56792
5592,7523.31,174.58,0.55955
5596,7460.86,176.17,0.56465
5600,7444.95,176.67,0.56625
5604,7880.73,167.02,0.53532
5608,7323.18,179.87,0.57651
5612,7281.26,181.03,0.58022
5616,7254.75,181.82,0.58276
5620,7986.28,165.29,0.52978
5624,7193.97,183.62,0.58853
5628,7393.48,178.79,0.57304
5632,7827.19,169.01,0.5417
5636,8312.98,159.24,0.51038
5640,7899.69,167.69,0.53747
5644,8067.2,164.33,0.5267
5648,8107.06,163.64,0.52449
5652,8282.34,160.29,0.51375
5656,8141.05,163.18,0.52301
5660,7848.03,169.4,0.54295
5664,8210.93,162.02,0.51929
5668,8020.91,165.98,0.53199
5672,8105.84,164.36,0.52679
5676,8140.24,163.78,0.52494
5680,7927.56,168.29,0.53939
5684,8322.48,160.42,0.51417
5688,7929.21,168.49,0.54003
